2017-10-06 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-10-06 00:00:00,Close2017-10-06 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-10-06 00:00:00,LastSRUN,SRUN2017-10-06 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-10-05 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-10-05 00:00:00,0.5SIG2017-10-04 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-10-05 00:00:00,0.75SIG2017-10-04 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-10-05 00:00:00,1SIG2017-10-04 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACX7,1.42,0.0289379125,-0.0125173852573,-1.0,-1.0,1.0,-1.0,1.0,-8.0,2017-09-25,839.1994625,1.0,1.0,1.0,41180.0,1.0,-0.0125173852573,1.42,energy,1.0,1.0,2017-09-25,1.0,1.0,-9.0,-9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
AD,@ADZ7,0.7767,0.0065297065,-0.00205576255942,-1.0,1.0,1.0,-1.0,1.0,-19.0,2017-09-08,652.97065,1.0,1.0,1.0,77670.0,1.0,-0.00205576255942,0.7767,currency,1.0,1.0,2017-09-08,1.0,1.0,-20.0,-20.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,-159.67107799,159.67107799,159.67107799,-159.67107799,-159.67107799,159.67107799,-159.67107799,159.67107799,-159.67107799,-159.67107799,-159.67107799,159.67107799,-159.67107799,159.67107799,159.67107799,-159.67107799,-159.67107799,159.67107799,-159.67107799,159.67107799,-159.67107799,-159.67107799,159.67107799,-159.67107799,-159.67107799,-0.0,-159.67107799,-159.67107799,-159.67107799,-159.67107799,-0.0,-159.67107799,-0.0,-159.67107799,159.67107799
AEX,AEXV7,539.9,3.0074273435,-0.00534266764923,-1.0,-1.0,-1.0,1.0,1.0,8.0,2017-09-25,705.963494613,1.0,1.0,1.0,126736.126,0.852006475249,-0.00534266764923,539.9,index,1.0,1.0,2017-09-25,1.0,1.0,9.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
BO,@BOZ7,32.95,0.5205,-0.00151515151515,-1.0,-1.0,-1.0,-1.0,1.0,11.0,2017-09-20,312.3,3.0,1.0,1.0,19770.0,1.0,-0.00151515151515,32.95,grain,1.0,1.0,2017-09-20,1.0,1.0,12.0,12.0,-1.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-89.8636363636,89.8636363636,89.8636363636,-89.8636363636,-89.8636363636,89.8636363636,-89.8636363636,89.8636363636,-89.8636363636,89.8636363636,89.8636363636,89.8636363636,-89.8636363636,-89.8636363636,-89.8636363636,-89.8636363636,-89.8636363636,89.8636363636,-89.8636363636,89.8636363636,-89.8636363636,-89.8636363636,-89.8636363636,-89.8636363636,-89.8636363636,-89.8636363636,89.8636363636,-89.8636363636,-89.8636363636,-0.0,-89.8636363636,-89.8636363636,89.8636363636,-89.8636363636,89.8636363636
BP,@BPZ7,1.3094,0.012776882,-0.00342491818251,-1.0,-1.0,-1.0,-1.0,-1.0,-14.0,2017-09-15,798.555125,1.0,1.0,1.0,81837.5,1.0,-0.00342491818251,1.3094,currency,1.0,1.0,2017-09-15,-1.0,-1.0,-15.0,-15.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-280.286741761,280.286741761,280.286741761,-280.286741761,-280.286741761,280.286741761,-280.286741761,280.286741761,-280.286741761,280.286741761,280.286741761,280.286741761,-280.286741761,-280.286741761,-280.286741761,280.286741761,280.286741761,-280.286741761,-280.286741761,280.286741761,280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-280.286741761,-0.0,-0.0,-280.286741761
C,@CZ7,350.0,4.7375,0.00143061516452,1.0,-1.0,1.0,-1.0,1.0,-13.0,2017-09-18,236.875,4.0,1.0,1.0,17500.0,1.0,0.00143061516452,350.0,grain,1.0,1.0,2017-09-18,1.0,1.0,-14.0,-14.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,100.143061516,100.143061516,100.143061516,-100.143061516,100.143061516,-100.143061516,100.143061516,-100.143061516,100.143061516,-100.143061516,100.143061516,-100.143061516,100.143061516,100.143061516,-100.143061516,100.143061516,100.143061516,-100.143061516,100.143061516,-100.143061516,100.143061516,100.143061516,-100.143061516,100.143061516,100.143061516,0.0,100.143061516,100.143061516,-100.143061516,0.0,0.0,-100.143061516,0.0,100.143061516,-100.143061516
CC,@CCZ7,2085.0,52.2,0.000479846449136,1.0,-1.0,-1.0,-1.0,-1.0,-8.0,2017-09-25,522.0,1.0,1.0,1.0,20850.0,1.0,0.000479846449136,2085.0,soft,1.0,1.0,2017-09-25,-1.0,-1.0,-9.0,-9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
CD,@CDZ7,0.7984,0.0059952845,0.0033301916431,1.0,-1.0,1.0,-1.0,-1.0,-18.0,2017-09-11,599.52845,1.0,1.0,1.0,79840.0,1.0,0.0033301916431,0.7984,currency,1.0,1.0,2017-09-11,-1.0,-1.0,-19.0,-19.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,265.882500785,265.882500785,-265.882500785,265.882500785,265.882500785,-265.882500785,265.882500785,-265.882500785,265.882500785,-265.882500785,265.882500785,-265.882500785,265.882500785,265.882500785,-265.882500785,-265.882500785,-265.882500785,265.882500785,265.882500785,-265.882500785,-265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,265.882500785,0.0,0.0,265.882500785
CGB,CBZ7,135.37,0.537,-0.00132792327554,-1.0,1.0,-1.0,1.0,-1.0,-15.0,2017-09-14,428.263816891,2.0,1.0,1.0,107959.167398,1.2539,-0.00132792327554,135.37,rates,-1.0,1.0,2017-09-14,-1.0,-1.0,-16.0,-16.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
CL,QCLX7,49.29,1.036917418,-0.0295333727112,-1.0,-1.0,-1.0,1.0,-1.0,-25.0,2017-08-30,1036.917418,1.0,1.0,1.0,49290.0,1.0,-0.0295333727112,49.29,energy,1.0,1.0,2017-09-25,-1.0,-1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,1.0,,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,-1455.69994093,1455.69994093,-1455.69994093,1455.69994093,-1455.69994093,1455.69994093,-1455.69994093,1455.69994093,-1455.69994093,1455.69994093,1455.69994093,-1455.69994093,1455.69994093,-1455.69994093,-1455.69994093,1455.69994093,1455.69994093,-1455.69994093,1455.69994093,-1455.69994093,1455.69994093,1455.69994093,-1455.69994093,1455.69994093,1455.69994093,-0.0,-1455.69994093,1455.69994093,-1455.69994093,-0.0,-1455.69994093,1455.69994093,-1455.69994093,-0.0,-1455.69994093
