dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-03,93225.24,93366.58,-0.0241458643908,0.0,0.00884651736929,0.0,-312.7,both_best_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.00377915427447,wf_is_pv3s_v2v,-313.18,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f64_is55,93366.58,1.0,,,,
2016-05-04,93577.55,93719.43,-0.0181420796177,0.0,0.00884651736929,0.0,352.31,both_best_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,352.85,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f64_is55,83149.94,1.0,2067.24711667,20160505 10:27:14 EDT,,
2016-05-04 00:00:00,96917.64,100232.15,-0.0269450704945,0.0,0.00884651736929,0.0,364.89,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,377.37,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f64_is55,83149.94,1.0,2446.8573,20160505 16:46:51 EDT,,
2016-05-05 00:00:00,92574.09,93116.21,0.00977574212726,0.004824110017,0.00395628284037,0.0,-2870.48,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-1421.61,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is55,,1.0,1689.02571667,20160506 04:09:01 EDT,,
2016-05-05 00:00:00,99031.65,102339.34,0.0138485507863,0.00394515263328,0.00395628284037,7.92316566591,-3078.88,both_zigZag_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-1566.57,4.09373730069,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is55,,1.0,2716.72086667,20160506 21:16:43 EDT,,
2016-05-05 00:00:00,53855.24,72753.68,0.00102084614861,0.00452898622955,0.00417028828114,4.30876406478,-1661.96,both_gainAhead_PCA10_GNBayes DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,-1105.57,2.91026376771,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is31,,1.0,191.17,20160508 06:36:54 EDT,,
2016-05-06 00:00:00,64055.06,85936.62,0.0122777121915,0.00487310375587,0.00417028828114,3.84353428272,1539.18,both_gainAhead_PCA10_GNBayes DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,2066.65,3.43760236051,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is32,,1.0,4858.17683333,20160509 08:58:10 EDT,,
2016-05-09 00:00:00,43233.23,60875.42,0.000731290238964,0.00367528933369,0.00373001923296,3.45893533119,-1393.29,both_gainAhead_PCA10_VotingSoft DPS wl16.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-965.41,2.43511433752,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is33,,1.0,1567.52066667,20160510 02:07:31 EDT,,
2016-05-10 00:00:00,75736.62,84840.75,0.00513425556383,0.0038140637299,0.00186500961648,2.0,1352.38,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,1517.15,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f60_is33,,1.0,1431.4358,20160510 23:51:26 EDT,,
2016-05-10 00:00:00,74709.33,86607.08,0.139777215576,5.9998800008e-05,0.00186500961648,0.0,2625.02,both_zigZag_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1548.74,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f72_is42,,1.0,1612.48718333,20160511 02:52:29 EDT,,
