model,params,sample,CAR25,FS,f1mm,f1,rec,CAR75,cols,DD95,featureRank,fn,fn_magmm,validationPeriod,logloss,input_signal,ham,test_split,longMemory,scoremm,prec,C25sig,tn,v_start,statsLookback,TPY,rfe_model,CAR50mm,fp_magmm,fp,RSILookback,YIF,data_type,wf_step,iters,CAR25mm,SHA25,avg_prec,t_start,fn_mag,ticker,rows,DD100,ACLookback,SOR25,ROCLookback,fp_mag,accmm,ATRLookback,zScoreLookback,t_end,acc,recmm,safef,DPOLookback,v_end,signal,tp,CCLookback,precmm,filter,TPYmm,CAR50,rStochLookback,beLongThreshold,n_features,tox_adj,CAR75mm,timestamp,cycleTime,lastBarTime,DD95_limit,horizon,initial_equity,maxLeverage,tailRiskPct,wf_is_period


























































































































































































































              solver='svd', store_covariance=False, tol=0.0001)",DF1,-1.006297995,None,1.0,0.497959184,0.480314961,3.34574528,56,0.047131351,"['corrCADJPY', 'Pri_rStochCADJPY', 'Pri_rStochUSDCHF', 'corrUSDJPY', 'corrNZDUSD', 'Pri_rStoch', 'Pri_rStoch_Y1', 'Pri_rStoch_Y2', 'Pri_rStoch_Y3', 'Pri_rStoch_Y4']",66.0,0.0,250,16.99326029,1,0.492,0,False,3.0,0.516949153,USDCAD Validation Period 250,66.0,3/18/2016 12:48,100,252.0,None,1.0,0.0,57.0,1.5,0.992063492,ALL,1,1,1.0,0.0,0.630632057,3/18/2016 8:28,0.000125094,USDCAD,10,0.052151907,12,0.0,500,0.000142921,1.0,5,10,3/18/2016 12:47,0.508,1.0,9.333295804,10,3/18/2016 16:58,gainAhead,61.0,60,1.0,DF1,0.0,1.60199671,300,0.0,10,0,1.0,3/19/2016 19:29,,,,,,,,

LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)",DF1,-0.680502142,None,0.0,0.497959184,0.480314961,2.980203147,56,0.051198172,"['corrCADJPY', 'Pri_rStochCADJPY', 'Pri_rStochUSDCHF', 'corrUSDJPY', 'corrNZDUSD', 'Pri_rStoch', 'Pri_rStoch_Y1', 'Pri_rStoch_Y2', 'Pri_rStoch_Y3', 'Pri_rStoch_Y4']",66.0,0.0,250,16.99326029,1,0.492,0,False,3.0,0.516949153,USDCAD Validation Period 250,66.0,3/18/2016 12:48,100,252.0,None,1.0,0.0,57.0,1.5,0.992063492,ALL,1,1,1.0,0.0,0.630632057,3/18/2016 8:28,0.000125094,USDCAD,10,0.057793869,12,0.0,500,0.000142921,0.0,5,10,3/18/2016 12:47,0.508,0.0,9.192934266,10,3/18/2016 16:58,gainAhead,61.0,60,0.0,DF1,0.0,1.361240516,300,0.0,10,0,1.0,3/19/2016 19:40,,,,,,,,

GNBayes,GaussianNB(),DF1,-0.51125295,None,1.0,0.474442988,0.463762811,0.438674313,56,0.053870084,"['priceChangeCADJPY', 'ROC_CADJPY', 'priceChangeUSDCHF', 'Pri_rStochAUDUSD', 'ROC_AUDUSD', 'ROC_NZDUSD', 'Pri_RSI_Y2', 'Pri_ROC', 'priceChangeY2', 'mean60_ga']",1465.0,0.0,1400,17.31275329,1,0.50125,0,False,1.0,0.485626677,USDCAD Validation Period 1400,1526.0,3/17/2016 17:26,100,252.0,None,1.0,-1.0,1342.0,1.5,2.857142857,ALL,1,1,1.0,0.0,0.605498315,3/11/2016 8:31,0.000119957,USDCAD,500,0.065020551,12,0.0,500,0.000122475,0.0,5,10,3/17/2016 17:25,0.49875,1.0,4.683525236,10,3/18/2016 16:58,gainAhead,1267.0,60,0.0,DF1,0.0,-0.056127982,300,0.0,10,0,0.0,3/19/2016 22:57,,,,,,,,

GNBayes,GaussianNB(),DF1,-0.482906742467,None,0.0,0.474442988204,0.463762811127,0.469890044044,56,0.0481198897904,"['priceChangeCADJPY', 'ROC_CADJPY', 'priceChangeUSDCHF', 'Pri_rStochAUDUSD', 'ROC_AUDUSD', 'ROC_NZDUSD', 'Pri_RSI_Y2', 'Pri_ROC', 'priceChangeY2', 'mean60_ga']",1465.0,-0.0,1400,17.3127532858,1,0.50125,0,False,1.0,0.485626676888,USDCAD Validation Period 1400,1526.0,2016-03-17 17:26:00,100,252.0,None,1.0,-1.0,1342.0,1.5,2.85714285714,ALL,1,1,1.0,0.0,0.605498315436,2016-03-11 08:31:00,0.000119957289954,USDCAD,500,0.0665075130637,12,0.0,500,0.000122474693666,0.0,5,10,2016-03-17 17:25:00,0.49875,0.0,3.37661685983,10,2016-03-18 16:58:00,gainAhead,1267.0,60,0.0,DF1,-0.0,0.118998757912,300,0.0,10,0,0.0,2016-03-20 03:58:19,,,,,,,,

GNBayes,GaussianNB(),DF1,-0.599094384019,None,0.0,0.473328324568,0.461200585652,0.504897621323,56,0.0462839628814,"['priceChangeCADJPY', 'ROC_CADJPY', 'priceChangeUSDCHF', 'Pri_rStochAUDUSD', 'ROC_AUDUSD', 'ROC_NZDUSD', 'Pri_RSI_Y2', 'Pri_ROC', 'priceChangeY2', 'mean60_ga']",1472.0,-1.0,250,17.294248942,1,0.500714285714,0,False,2.0,0.486111111111,USDCAD Validation Period 250,1536.0,2016-03-17 17:26:00,100,252.0,None,1.0,-0.0,1332.0,1.5,2.85714285714,ALL,1,1,1.0,0.0,0.60508441981,2016-03-11 08:31:00,0.000126818569174,USDCAD,500,0.0502444553493,12,0.0,500,0.000113602787589,1.0,5,10,2016-03-17 17:25:00,0.499285714286,0.0,4.41472392837,10,2016-03-18 16:58:00,gainAhead,1260.0,60,1.0,DF1,-0.0,0.00381927406785,300,0.0,10,0,1.0,2016-03-21 05:51:05,,,,,,,,

GNBayes,GaussianNB(),DF1,-0.456322488651,None,1.0,0.484910485934,0.494007295466,1.48649645227,56,0.00994124437509,"['corrCADJPY', 'corrGBPUSD', 'corrAUDUSD', 'corrEURUSD', 'corrUSDJPY', 'corrNZDUSD', 'Pri_RSI_Y4', 'priceChangeY1', 'priceChangeY2', 'autoCor_Y2']",971.0,-1.0,250,17.3904824099,1,0.5035,0,False,2.0,0.476142641888,USDCAD Validation Period 250,1038.0,2016-03-18 13:22:00,100,29.8833333333,None,1.0,-0.0,1043.0,1.5,12.0,ALL,1,1,1.0,0.0,0.606449968677,2016-03-14 08:11:00,0.00010494212275,USDCAD,500,0.0138445857167,12,0.0,500,0.000117280966915,1.0,5,10,2016-03-18 13:21:00,0.4965,1.0,1.0,10,2016-03-21 07:26:00,gainAhead,948.0,60,1.0,DF1,-0.0,0.218114687727,300,0.0,10,0,1.0,2016-03-21 15:17:30,,,,,,,,

LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,



























































































































































































































              solver='svd', store_covariance=False, tol=0.0001)",DF1,-2.1334652503,None,0.0,0.383961647418,0.326417191552,4.04803802945,40,0.0500349707294,"['priceChangeUSDCHF', 'priceChangeNZDUSD', 'Pri_rStochNZDUSD', 'Pri_RSI_Y1', 'Pri_RSI_Y2', 'Pri_rStoch', 'priceChange', 'priceChangeY1', 'mean60_ga', 'autoCor_Y4']",1818.0,-1.0,250,17.4360585111,1,0.504821428571,0,False,2.0,0.466137566138,USDCAD Validation Period 250,1892.0,2016-03-18 10:05:00,100,26.8233333333,None,1.0,-0.0,1009.0,1.5,12.0,ALL,1,1,1.0,0.0,0.558598807416,2016-03-14 01:49:00,0.000127534040083,USDCAD,500,0.0555117583428,12,0.0,600,0.000110394115005,0.0,5,10,2016-03-18 10:04:00,0.495178571429,0.0,4.50024253871,10,2016-03-21 10:21:00,gainAhead,881.0,60,0.0,DF1,-0.0,1.01598583594,300,0.0,10,0,1.0,2016-03-21 21:34:27,,,,,,,,

GNBayes,GaussianNB(),DF1,-3.74690291962,None,0.0,0.388132946687,0.32091479159,2.99046426776,56,0.0497790352074,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1841.0,-1.0,1400,16.9179615872,1,0.489821428571,0,False,2.0,0.490970654628,USDCAD Validation Period 1400,1987.0,2016-03-20 18:00:00,100,25.9766666667,None,1.0,-0.0,902.0,1.5,12.0,ALL,1,1,1.0,0.0,0.570317723109,2016-03-10 04:48:00,0.0001162803501,USDCAD,500,0.0646094744945,12,0.0,600,0.000118575595045,1.0,5,10,2016-03-20 17:59:00,0.510178571429,0.0,3.49296567147,10,2016-03-21 18:45:00,"ZZ 0.009,-0.009",870.0,60,1.0,DF1,-0.0,-0.860907466351,300,0.0,10,0,1.0,2016-03-22 05:34:19,,,,,,,,

GNBayes,GaussianNB(),DF1,-3.12995572169,None,0.0,0.412664683383,0.362313432836,4.24353629009,56,0.0495425864263,"['priceChangeCADJPY', 'corrUSDCHF', 'Pri_rStochAUDUSD', 'priceChangeEURUSD', 'Pri_rStochNZDUSD', 'Pri_RSI', 'Pri_rStoch', 'Pri_rStoch_Y1', 'Pri_rStoch_Y2', 'Pri_ATR']",1709.0,-1.0,1400,17.0475038448,1,0.493571428571,0,False,1.11022302463e-16,0.479269496545,USDCAD Validation Period 1400,1865.0,2016-03-20 23:52:00,100,27.6283333333,None,0.0,-1.0,1055.0,1.5,12.0,ALL,1,1,1.0,0.0,0.573380750405,2016-03-10 10:33:00,0.000118477161076,USDCAD,25,0.0532159367488,12,0.0,600,0.000111133125614,1.0,5,10,2016-03-20 23:50:00,0.506428571429,0.0,4.24373509601,10,2016-03-22 00:33:00,gainAhead,971.0,60,1.0,DF1,-0.0,0.0396731777697,300,0.0,10,0,1.0,20160322 05:35:39 EST,,,,,,,,

GNBayes,GaussianNB(),DF1,-2.55550026335,None,0.0,0.429485855874,0.391271632807,3.80803231677,56,0.0492632514473,"['priceChangeCADJPY', 'priceChangeGBPUSD', 'priceChangeAUDUSD', 'priceChangeEURUSD', 'priceChangeNZDUSD', 'Pri_ATR_Y2', 'Pri_ATR_Y3', 'priceChange', 'autoCor', 'autoCor_Y3']",1618.0,-1.0,1400,17.0413490568,1,0.493392857143,0,False,1.0,0.475972540046,USDCAD Validation Period 1400,1797.0,2016-03-21 06:35:00,100,28.5533333333,None,1.0,-1.0,1145.0,1.5,12.0,ALL,1,1,1.0,0.0,0.57808637214,2016-03-13 21:16:00,0.000112436904427,USDCAD,25,0.0582930514309,12,0.0,600,0.0001241092285,1.0,5,10,2016-03-21 06:34:00,0.506607142857,0.0,2.76999762718,10,2016-03-22 06:34:00,gainAhead,1040.0,60,1.0,DF1,-0.0,0.153529125978,300,0.0,10,0,1.0,20160322 13:04:55 EDT,,,,,,,,

LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,























































































































































































































              solver='svd', store_covariance=False, tol=0.0001)",DF1,-3.08054241426,None,0.0,0.432802740278,0.403759398496,3.3522978535,56,0.0495804725239,"['Pri_rStochCADJPY', 'ROC_CADJPY', 'Pri_rStochGBPUSD', 'priceChangeUSDJPY', 'Pri_RSI_Y3', 'Pri_RSI_Y4', 'Pri_ROC', 'Pri_ATR_Y3', 'priceChangeY3', 'priceChangeY4']",1586.0,-1.0,250,17.3620782602,1,0.502678571429,0,False,1.0,0.466348241424,USDCAD Validation Period 250,1711.0,2016-03-21 13:05:00,100,29.0033333333,None,1.0,-0.0,1229.0,1.5,12.0,ALL,1,1,0.0,0.0,0.576660962817,2016-03-14 03:49:00,0.000119086236997,USDCAD,500,0.0548318739979,12,0.0,600,0.000109034799198,0.0,5,10,2016-03-21 13:04:00,0.497321428571,0.0,3.47551759173,10,2016-03-22 13:04:00,gainAhead,1074.0,60,0.0,DF1,-0.0,-0.383287725951,300,0.0,10,0,1.0,20160322 19:11:24 EDT,,,,,,,,

LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,






















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)",DF1,-3.1177633945,None,0.0,0.422297297297,0.378214826021,3.15523576939,56,0.0502629605759,"['corrCADJPY', 'priceChangeGBPUSD', 'priceChangeAUDUSD', 'priceChangeEURUSD', 'priceChangeNZDUSD', 'Pri_rStoch', 'Pri_rStoch_Y1', 'Pri_rStoch_Y2', 'Pri_rStoch_Y3', 'Pri_rStoch_Y4']",1644.0,-1.0,1400,16.8748152459,1,0.488571428571,0,False,0.0,0.478011472275,USDCAD Validation Period 1400,1864.0,2016-03-21 19:06:00,100,28.0583333333,None,1.0,-1.0,1092.0,1.5,12.0,ALL,1,1,1.0,0.0,0.574898863434,2016-03-14 09:13:00,0.00011234496557,USDCAD,500,0.0727827826205,12,0.0,600,0.000123413818902,1.0,5,10,2016-03-21 19:05:00,0.511428571429,0.0,3.76034819035,10,2016-03-22 19:10:00,gainAhead,1000.0,60,1.0,DF1,-0.0,0.325756703059,300,0.0,10,0,0.0,20160323 01:08:47 EDT,,,,,,,,

LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,





















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)",DF1,-2.19212966979,None,0.0,0.472211720227,0.469196093163,5.43064668082,56,0.0491111671732,"['Pri_rStochCADJPY', 'priceChangeUSDCHF', 'priceChangeEURUSD', 'Pri_rStoch', 'Pri_rStoch_Y1', 'Pri_rStoch_Y2', 'Pri_rStoch_Y3', 'Pri_rStoch_Y4', 'priceChangeY2', 'mean60_ga']",1413.0,-0.0,250,17.2202439892,1,0.498571428571,0,False,2.0,0.475266362253,USDCAD Validation Period 250,1559.0,2016-03-22 00:59:00,100,29.6416666667,None,1.0,-1.0,1379.0,1.5,12.0,ALL,1,1,1.0,0.0,0.598391941994,2016-03-14 15:18:00,0.000111906424347,USDCAD,500,0.0689288000294,12,0.0,600,0.000111438568428,1.0,5,10,2016-03-22 00:58:00,0.501428571429,0.0,4.05746278841,10,2016-03-23 01:08:00,gainAhead,1249.0,60,1.0,DF1,-0.0,2.40300698021,300,0.0,10,0,1.0,20160323 07:23:24 EDT,375.403783333,20160323 01:08:00 EDT,,,,,,

LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,




















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)",DF1,-1.98561745838,None,0.0,0.49503878766,0.515015015015,2.43473929719,52,0.049350195329,"['priceChangeGBPUSD', 'priceChangeEURUSD', 'corrNZDUSD', 'Pri_RSI', 'Pri_RSI_Y3', 'Pri_rStoch_Y2', 'Pri_rStoch_Y3', 'Pri_rStoch_Y4', 'Pri_ATR', 'priceChangeY3']",1292.0,-0.0,250,17.2634357362,1,0.499821428571,0,False,1.0,0.476554359152,USDCAD Validation Period 250,1429.0,2016-03-22 07:14:00,100,30.2083333333,None,1.0,-1.0,1507.0,1.5,12.0,ALL,1,1,1.0,0.0,0.611141829941,2016-03-14 22:04:00,0.00011518484483,USDCAD,500,0.063019661989,12,0.0,600,0.000115638066056,1.0,5,10,2016-03-22 07:13:00,0.500178571429,0.0,3.571069288,10,2016-03-23 07:23:00,gainAhead,1372.0,60,1.0,DF1,-1.0,0.0095716878074,300,0.0,10,0,1.0,20160323 13:53:56 EDT,390.94935,20160323 07:23:00 EDT,,,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,



















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',



















































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,



















































































































































































































           weights='uniform'))],



















































































































































































































         voting='hard', weights=None)",DF1,-0.77464840627,None,1.0,0.563614744352,0.618798955614,0.34766244371,56,0.00937807910133,"['corrCADJPY', 'priceChangeUSDCHF', 'Pri_rStochUSDCHF', 'corrGBPUSD', 'corrEURUSD', 'ROC_NZDUSD', 'Pri_RSI_Y1', 'priceChangeY1', 'priceChangeY2', 'priceChangeY4']",146.0,-0.0,250,16.9012101973,1,0.489333333333,0,False,2.0,0.517467248908,USDCAD Validation Period 250,146.0,2016-03-23 09:44:00,100,28.535,None,1.0,-1.0,221.0,1.5,12.0,ALL,5,1,1.0,0.0,0.665466435594,2016-03-22 03:43:00,0.000188399322469,USDCAD,500,0.0108334787697,12,0.0,600,0.000144120645964,1.0,5,10,2016-03-23 09:43:00,0.510666666667,1.0,0.714629672498,10,2016-03-23 13:53:00,gainAhead,237.0,60,1.0,DF1,-0.0,-0.314422431224,300,0.0,10,0,1.0,20160323 14:09:37 EDT,16.6179333333,20160323 13:53:00 EDT,,,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,


















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',


















































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,


















































































































































































































           weights='uniform'))],


















































































































































































































         voting='hard', weights=None)",DF1,0.0834243188041,None,0.0,0.582430806258,0.635170603675,1.73723893619,52,0.0100027809358,"['priceChangeUSDCHF', 'Pri_rStochUSDCHF', 'Pri_rStochGBPUSD', 'corrEURUSD', 'Pri_RSI_Y1', 'priceChangeY1', 'priceChangeY2', 'priceChangeY4', 'autoCor_Y1', 'autoCor_Y4']",139.0,-0.0,50,15.9801623004,1,0.462666666667,0,False,2.0,0.537777777778,USDCAD Validation Period 50,161.0,2016-03-23 10:00:00,100,29.01,None,1.0,-0.0,208.0,1.5,12.0,ALL,5,1,1.0,0.0,0.679140857393,2016-03-22 04:15:00,0.000180719411999,USDCAD,500,0.0128129031176,12,0.0,600,0.000146968738758,0.0,5,10,2016-03-23 09:59:00,0.537333333333,0.0,1.0,10,2016-03-23 14:09:00,gainAhead,242.0,60,0.0,DF1,-0.0,1.18815326494,300,0.0,10,0,0.0,20160323 14:26:27 EDT,17.4572333333,20160323 14:09:00 EDT,,,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,

















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',








































































































































































