model,params,sample,FS,f1mm,cols,CAR50mm,DD95,tp,barSizeSetting,perturbDataPct,validationPeriod,rows,ham,prec,C25sig,tn,CAR25_threshold,maxReadLines,TPY,rfe_model,CAR25,fp_magmm,RSILookback,YIF,TPYmm,scoremm,version_,avg_prec,t_start,CAR25mm,ROCLookback,fp_mag,ticker,zScoreLookback,recmm,accmm,signal,CCLookback,precmm,logloss,CAR50,rStochLookback,SHA25,maxLeverage,f1,CAR75,fn_magmm,input_signal,test_split,longMemory,initial_equity,fn_mag,v_start,version,statsLookback,rec,windowLength,fp,data_type,wf_step,iters,wf_is_period,ACLookback,DD100,safef,SOR25,ATRLookback,n_features,fn,t_end,acc,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,beLongThreshold,tox_adj,CAR75mm,timestamp,lastBartime,cycleTime,rStochBars,minSafef

              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',









































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,









































































































































































































































           weights='uniform'))],









































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,60,1.0,0.00904969222762,0,30m,0.0002,30,250,0.465181058496,0.0,No DPS GBPUSD_30m Validation Period 30,192,0,5000,0.499090064995,None,31.7322577598,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 05:30:00,1.0,600,0.000654849735514,GBPUSD,10,0.0,1.0,GA15,60,0.0,16.0671565201,40.7528401769,300,1.89547395417,2,0.0,51.8970887015,-0.0,1,0,False,1,0.0,2016-03-29 21:00:00,v3,100,0.0,10.0,167,ALL,15,1,250,12,0.0102808451664,0.283426290329,0.0834608535098,5,10,0,2016-03-29 20:30:00,0.534818941504,10,2016-04-01 11:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 10:55:42 EDT,20160401 11:00:00 EDT,-4.29566666667,,

None,None,DF1,None,0.0,60,1.0,0.0099089822953,0,30m,0.0002,30,860,0.459610027855,0.0,No DPS GBPUSD_30m Validation Period 30,194,0,5000,0.496323119777,None,20.1065256791,-1.0,1.5,1077,-1.0,1.0,v3.1,,2016-03-03 05:30:00,1.0,600,0.000690815569023,GBPUSD,10,0.0,0.0,SH1,60,0.0,15.8747354839,28.1089821376,300,1.19162287529,2,0.0,40.9462769374,-0.0,1,0,False,1,0.0,2016-03-29 21:00:00,v3,100,0.0,50.0,165,ALL,1,1,0,12,0.0157829373328,0.302252140805,0.0529165596224,5,10,0,2016-03-29 20:30:00,0.540389972145,10,2016-04-01 11:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 12:29:05 EDT,20160401 11:00:00 EDT,89.0886833333,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,







































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',







































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,







































































































































































































































           weights='uniform'))],







































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.0105923688119,0,30m,0.0002,120,500,0.565459610028,0.0,No DPS GBPUSD_30m Validation Period 120,156,0,5000,0.490659238626,None,1.73342883486,-1.0,1.5,1077,-0.0,2.0,v3.1,,2016-03-03 07:30:00,1.0,600,0.000680435312763,GBPUSD,10,0.0,1.0,"ZZ15_0.002,-0.002",60,0.0,19.5307351712,9.13710206654,300,0.162856730783,2,0.0,15.5389549968,-0.0,1,0,False,1,0.0,2016-03-29 22:30:00,v3,100,0.0,10.0,203,ALL,15,1,500,12,0.0179731644204,0.209737500514,0.00679690312867,5,10,0,2016-03-29 22:00:00,0.434540389972,10,2016-04-01 12:30:00,95,0.01,DF1,50,0.0,0,1.0,20160401 14:02:23 EDT,20160401 12:30:00 EDT,92.39935,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,






































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',






































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,






































































































































































































































           weights='uniform'))],






































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,60,1.0,0.00704425649853,0,30m,0.0002,120,500,0.637883008357,0.0,No DPS GBPUSD_30m Validation Period 120,130,0,5000,0.461949860724,None,31.6125338858,-1.0,1.5,1077,-0.0,2.0,v3.1,,2016-03-03 09:00:00,1.0,600,0.000733742267614,GBPUSD,10,0.0,0.0,"ZZ15_0.002,-0.002",60,0.0,22.0322086414,41.694285395,300,1.84348350918,2,0.0,56.3868067969,-0.0,1,0,False,1,0.0,2016-03-30 00:30:00,v3,100,0.0,50.0,229,ALL,15,1,500,12,0.0102118296114,0.286072521283,0.0830160987041,5,10,0,2016-03-30 00:00:00,0.362116991643,10,2016-04-01 14:30:00,95,0.01,DF1,50,0.0,0,1.0,20160401 14:52:55 EDT,20160401 14:30:00 EDT,22.9286666667,,

None,None,DF1,None,0.0,60,1.0,0.0112362657335,0,30m,0.0002,30,860,0.479108635097,0.0,No DPS GBPUSD_30m Validation Period 30,187,0,5000,0.500222841226,None,43.320199911,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 09:30:00,1.0,600,0.000739858916396,GBPUSD,10,0.0,1.0,SH1,60,0.0,16.5482091105,65.1268610914,300,1.8589142426,2,0.0,86.6050020418,-0.0,1,0,False,1,0.0,2016-03-30 01:00:00,v3,100,0.0,50.0,172,ALL,1,1,0,12,0.0133077708319,0.391997626903,0.085620872491,5,10,0,2016-03-30 00:30:00,0.520891364903,10,2016-04-01 15:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 15:15:38 EDT,20160401 15:00:00 EDT,15.6441,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,




































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',




































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,




































































































































































































































           weights='uniform'))],




































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,60,1.0,0.0112206898283,0,30m,0.0002,30,250,0.490250696379,0.0,No DPS GBPUSD_30m Validation Period 30,183,0,5000,0.498922934076,None,27.4451486267,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 10:00:00,1.0,600,0.000618446729978,GBPUSD,10,0.0,1.0,GA15,60,0.0,16.9330511829,46.5740533688,300,1.45567732911,2,0.0,58.6107206334,-0.0,1,0,False,1,0.0,2016-03-30 01:30:00,v3,100,0.0,10.0,176,ALL,15,1,250,12,0.0132569961083,0.339481448367,0.0676659865957,5,10,0,2016-03-30 01:00:00,0.509749303621,10,2016-04-01 15:30:00,95,0.01,DF1,50,0.0,0,1.0,20160401 16:41:19 EDT,20160401 15:30:00 EDT,71.3214,,

None,None,DF1,None,0.0,60,1.0,0.00912833050388,0,30m,0.0002,30,860,0.41782729805,0.0,No DPS GBPUSD_30m Validation Period 30,209,0,5000,0.487186629526,None,55.5652988969,-1.0,1.5,1077,-1.0,1.0,v3.1,,2016-03-03 12:00:00,1.0,600,0.000799990108835,GBPUSD,10,0.0,0.0,SH1,60,0.0,14.4315777127,72.8215220532,300,2.53399903275,2,0.0,90.7712922077,-0.0,1,0,False,1,0.0,2016-03-30 03:00:00,v3,100,0.0,10.0,150,ALL,1,1,0,12,0.0113026784488,0.351093794302,0.117865182809,5,10,0,2016-03-30 02:30:00,0.58217270195,10,2016-04-01 17:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 17:26:35 EDT,20160401 17:00:00 EDT,26.5980833333,,

None,None,DF1,None,0.0,60,1.0,0.0117953349902,0,30m,0.0002,30,860,0.456824512535,0.0,No DPS GBPUSD_30m Validation Period 30,195,0,5000,0.491272051996,None,33.3431183888,-0.0,1.5,1077,-0.0,3.0,v3.1,,2016-03-03 12:00:00,1.0,600,0.000616699655999,GBPUSD,10,0.0,1.0,SH1,60,0.0,15.7785249659,56.2800189189,300,1.44516386762,2,0.0,84.8583497721,-0.0,1,0,False,1,0.0,2016-03-30 03:00:00,v3,100,0.0,10.0,164,ALL,1,1,0,12,0.0150455121299,0.394490411812,0.0718531432237,5,10,0,2016-03-30 02:30:00,0.543175487465,10,2016-04-01 17:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 19:04:36 EDT,20160401 17:00:00 EDT,124.614466667,,

None,None,DF1,None,0.0,60,1.0,0.00777216800634,0,30m,0.0002,30,860,0.445682451253,0.0,No DPS GBPUSD_30m Validation Period 30,199,0,5000,0.494930362117,None,28.8579240678,-0.0,1.5,1077,-0.0,3.0,v3.1,,2016-03-03 12:00:00,1.0,600,0.000634368348882,GBPUSD,10,0.0,1.0,SH1,60,0.0,15.3936828935,49.9364197337,300,1.61042027262,2,0.0,66.4031579613,-0.0,1,0,False,1,0.0,2016-03-30 03:00:00,v3,100,0.0,10.0,160,ALL,1,1,0,12,0.0117420137324,0.31478714691,0.0768164175595,5,10,0,2016-03-30 02:30:00,0.554317548747,10,2016-04-01 17:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 20:36:22 EDT,20160401 17:00:00 EDT,216.374966667,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
































































































































































































































           weights='uniform'))],
































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,60,1.0,0.00873850298976,0,30m,0.0002,120,250,0.33704735376,0.0,No DPS GBPUSD_30m Validation Period 120,238,0,5000,0.446982358403,None,169.416286845,-1.0,1.5,1077,-0.0,2.0,v3.1,,2016-03-03 12:00:00,1.0,600,0.000619562151125,GBPUSD,10,0.0,1.0,"ZZ15_0.002,-0.002",60,0.0,11.6414726882,214.449436049,300,3.79737603286,2,0.0,298.273626647,-0.0,1,0,False,1,0.0,2016-03-30 03:00:00,v3,100,0.0,10.0,121,ALL,15,1,250,12,0.0119349213445,0.529784948375,0.204699389652,5,10,0,2016-03-30 02:30:00,0.66295264624,10,2016-04-01 17:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 22:20:15 EDT,20160401 17:00:00 EDT,320.259166667,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,












































































































































































