model,params,sample,CAR25,FS,f1mm,f1,rec,CAR75,cols,DD95,featureRank,fn,fn_magmm,validationPeriod,logloss,input_signal,ham,test_split,longMemory,scoremm,prec,C25sig,tn,v_start,statsLookback,TPY,rfe_model,CAR50mm,fp_magmm,fp,RSILookback,YIF,data_type,wf_step,iters,CAR25mm,SHA25,avg_prec,t_start,fn_mag,ticker,rows,DD100,ACLookback,SOR25,ROCLookback,fp_mag,accmm,ATRLookback,zScoreLookback,t_end,acc,recmm,safef,DPOLookback,v_end,signal,tp,CCLookback,precmm,filter,TPYmm,CAR50,rStochLookback,beLongThreshold,n_features,tox_adj,CAR75mm,timestamp,cycleTime,lastBarTime,DD95_limit,horizon,initial_equity,maxLeverage,tailRiskPct,wf_is_period

         voting='hard', weights=None)",DF1,-0.8477776659,None,0.0,0.406349206349,0.362606232295,0.34026665794,48,0.00925958731264,"['ROC_EURUSD', 'Pri_RSI', 'Pri_RSI_Y1', 'Pri_RSI_Y4', 'Pri_ATR_Y3', 'priceChange', 'priceChangeY1', 'priceChangeY4', 'autoCor_Y3', 'autoCor_Y4']",225,-0.0,250,17.223495349,1,0.498666666667,0,False,2.0,0.462093862816,EURGBP Validation Period 250,248,2016-03-23 08:03:00,100,27.8,None,1.0,-0.0,149,1.5,12.0,ALL,10,1,1.0,0.0,0.562350047555,2016-03-22 02:28:00,0.000131346902687,EURGBP,500,0.0111314372036,12,0.0,600,0.000113025666053,0.0,5,10,2016-03-23 08:02:00,0.501333333333,0.0,0.877008166794,10,2016-03-23 12:12:00,gainAhead,128,60,0.0,DF1,-1.0,-0.342156507839,300,0.0,10,0,1.0,20160323 12:28:49 EDT,16.8234,20160323 12:12:00 EDT,,,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,




















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',




















































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,




















































































































































































































           weights='uniform'))],




















































































































































































































         voting='hard', weights=None)",DF1,-0.675167950309,None,1.0,0.415748031496,0.375,0.277154687709,48,0.0101337956563,"['corrGBPJPY', 'ROC_EURUSD', 'corrEURJPY', 'Pri_RSI', 'Pri_RSI_Y1', 'Pri_RSI_Y4', 'priceChange', 'priceChangeY1', 'priceChangeY4', 'autoCor_Y4']",220,-1.0,50,17.0853423756,1,0.494666666667,0,False,0.0,0.466431095406,EURGBP Validation Period 50,247,2016-03-23 08:18:00,100,28.14,None,1.0,-1.0,151,1.5,12.0,ALL,5,1,1.0,0.0,0.56738221437,2016-03-22 02:44:00,0.000136254838441,EURGBP,500,0.011517347205,12,0.0,600,0.000113611760674,1.0,5,10,2016-03-23 08:17:00,0.505333333333,1.0,0.828013503681,10,2016-03-23 12:27:00,gainAhead,132,60,1.0,DF1,-0.0,-0.155070541773,300,0.0,10,0,0.0,20160323 12:44:35 EDT,17.5985166667,20160323 12:27:00 EDT,,,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,



















































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',



















































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,



















































































































































































































           weights='uniform'))],



















































































































































































































         voting='hard', weights=None)",DF1,-0.490456356291,None,0.0,0.411575562701,0.360563380282,0.316319559632,48,0.00916372939168,"['priceChangeGBPUSD', 'priceChangeGBPJPY', 'ROC_GBPJPY', 'Pri_RSI', 'Pri_RSI_Y1', 'Pri_RSI_Y4', 'Pri_ROC', 'priceChange', 'priceChangeY1', 'mean60_ga']",227,-0.0,250,16.8550710728,1,0.488,0,False,3.0,0.479400749064,EURGBP Validation Period 250,256,2016-03-23 08:34:00,100,27.4916666667,None,1.0,-0.0,139,1.5,12.0,ALL,10,1,1.0,0.0,0.571315398006,2016-03-22 03:01:00,0.000139192304737,EURGBP,1000,0.0111186953376,12,0.0,600,0.000115175110613,0.0,5,10,2016-03-23 08:33:00,0.512,0.0,0.874412075931,10,2016-03-23 12:43:00,gainAhead,128,60,0.0,DF1,-0.0,-0.154225370228,300,0.0,10,0,1.0,20160323 12:59:29 EDT,16.498,20160323 12:43:00 EDT,,,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,














































































































































































































