model,params,sample,FS,f1mm,cols,CAR50mm,DD95,tp,barSizeSetting,perturbDataPct,validationPeriod,rows,ham,prec,C25sig,tn,CAR25_threshold,maxReadLines,TPY,rfe_model,CAR25,fp_magmm,RSILookback,YIF,TPYmm,scoremm,version_,avg_prec,t_start,CAR25mm,ROCLookback,fp_mag,ticker,zScoreLookback,recmm,accmm,signal,CCLookback,precmm,logloss,CAR50,rStochLookback,SHA25,maxLeverage,f1,CAR75,fn_magmm,input_signal,test_split,longMemory,initial_equity,fn_mag,v_start,version,statsLookback,rec,windowLength,fp,data_type,wf_step,iters,wf_is_period,ACLookback,DD100,safef,SOR25,ATRLookback,n_features,fn,t_end,acc,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,beLongThreshold,tox_adj,CAR75mm,timestamp,lastBartime,cycleTime,rStochBars

         voting='hard', weights=None)",DF1,None,0,56,1,0.009449292,0,30m,0.0002,30,500,0.520891365,0,No DPS AUDUSD_30m Validation Period 30,172,0,5000,0.502005571,None,91.66034516,0,1.5,1077,-1,2,v3.1,,3/2/2016 16:30,1,600,0.000786774,AUDUSD,10,0,1,"ZZ15_0.002,-0.002",60,0,17.99136688,119.679286,300,3.087672903,2,0,147.9647942,0,1,0,FALSE,1,0,3/28/2016 20:00,v3,100,0,50,187,ALL,15,1,500,12,0.009956588,0.382962449,0.143993921,5,10,0,3/28/2016 19:30,0.479108635,10,3/31/2016 7:30,95,0.01,DF1,50,0,0,1,20160401 04:10:02 EDT,20160331 07:30:00 EDT,1240.039333,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,








































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',








































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,








































































































































































































































           weights='uniform'))],








































































































































































































































         voting='hard', weights=None)",DF1,None,0,56,1,0.011627976,0,30m,0.0002,30,250,0.562674095,0,No DPS AUDUSD_30m Validation Period 30,157,0,5000,0.490380687,None,74.82045547,0,1.5,1077,-1,2,v3.1,,3/2/2016 16:30,1,600,0.000756099,AUDUSD,10,0,0,GA1,60,0,19.43452465,88.73910145,300,2.590673678,2,0,127.007376,0,1,0,FALSE,1,0,3/28/2016 20:00,v3,100,0,50,202,ALL,1,1,250,12,0.015008259,0.408248645,0.121319391,5,10,0,3/28/2016 19:30,0.437325905,10,3/31/2016 7:30,95,0.01,DF1,50,0,0,1,20160401 04:21:20 EDT,20160331 07:30:00 EDT,1251.340417,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,







































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',







































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,







































































































































































































































           weights='uniform'))],







































































































































































































































         voting='hard', weights=None)",DF1,None,0,56,1,0.010289343,0,30m,0.0002,30,500,0.548746518,0,No DPS AUDUSD_30m Validation Period 30,162,0,5000,0.494948932,None,19.37671819,0,1.5,1077,-1,2,v3.1,,3/2/2016 16:30,1,600,0.000751027,AUDUSD,10,0,0,GA30,60,0,18.95347206,28.25226368,300,1.191521232,2,0,44.37339765,0,1,0,FALSE,1,0,3/28/2016 20:00,v3,100,0,50,197,ALL,30,1,500,12,0.011210972,0.28581033,0.054566524,5,10,0,3/28/2016 19:30,0.451253482,10,3/31/2016 7:30,95,0.01,DF1,50,0,0,1,20160401 05:58:43 EDT,20160331 07:30:00 EDT,1348.725817,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,






































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',






































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,






































































































































































































































           weights='uniform'))],






































































































































































































































         voting='hard', weights=None)",DF1,None,0,48,1,0.008580316,0,30m,0.0002,30,250,0.643454039,0,No DPS AUDUSD_30m Validation Period 30,128,0,5000,0.455803157,None,2.453533349,0,1.5,1077,0,3,v3.1,,3/3/2016 4:30,1,600,0.000731461,AUDUSD,10,0,0,GA15,60,0,22.22462968,6.960233459,300,0.264235166,2,0,15.62354111,0,1,0,FALSE,1,0,3/29/2016 19:30,v3,100,0,10,231,ALL,15,1,250,12,0.012388585,0.166647661,0.010900611,5,10,0,3/29/2016 19:00,0.356545961,10,4/1/2016 9:00,95,0.01,DF1,50,0,0,1,20160401 08:47:33 EDT,20160401 09:00:00 EDT,-12.44881667,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,





































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',





































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,





































































































































































































































           weights='uniform'))],





































































































































































































































         voting='hard', weights=None)",DF1,None,0,56,1,0.010132305,0,30m,0.0002,120,250,0.576601671,0,No DPS AUDUSD_30m Validation Period 120,152,0,5000,0.488133705,None,99.10173068,-1,1.5,1077,0,2,v3.1,,3/3/2016 3:30,1,600,0.000811544,AUDUSD,10,0,0,GA15,60,0,19.91557724,134.3103931,300,3.156409722,2,0,190.2749082,0,1,0,FALSE,1,0,3/29/2016 19:00,v3,100,0,10,207,ALL,15,1,250,12,0.016597395,0.391587942,0.152110728,5,10,0,3/29/2016 18:30,0.423398329,10,4/1/2016 9:00,95,0.01,DF1,50,0,0,1,20160401 09:01:32 EDT,20160401 09:00:00 EDT,1.54225,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,




































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',




































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,




































































































































































































































           weights='uniform'))],




































































































































































































































         voting='hard', weights=None)",DF1,None,0,56,1,0.010756314,0,30m,0.0002,30,500,0.532033426,0,No DPS AUDUSD_30m Validation Period 30,168,0,5000,0.498384401,None,71.04198472,-1,1.5,1077,-1,1,v3.1,,3/3/2016 4:00,1,600,0.000810188,AUDUSD,10,0,1,"ZZ30_0.002,-0.002",60,0,18.37620895,92.69432027,300,2.627757555,2,0,121.1703647,0,1,0,FALSE,1,0,3/29/2016 19:30,v3,100,0,10,191,ALL,30,1,500,12,0.015430711,0.377871037,0.129641295,5,10,0,3/29/2016 19:00,0.467966574,10,4/1/2016 9:30,95,0.01,DF1,50,0,0,1,20160401 10:16:17 EDT,20160401 09:30:00 EDT,46.29411667,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,



































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',



































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,



































































































































































































































           weights='uniform'))],



































































































































































































































         voting='hard', weights=None)",DF1,None,0,56,1,0.013128978,0,30m,0.0002,120,500,0.342618384,0,No DPS AUDUSD_30m Validation Period 120,236,0,5000,0.448913649,None,-2.654435068,-1,1.5,1077,0,2,v3.1,,3/3/2016 5:00,1,600,0.000958901,AUDUSD,10,0,1,GA15,60,0,11.83389372,2.127776901,300,-0.267192741,2,0,10.40376912,0,1,0,FALSE,1,0,3/29/2016 20:30,v3,100,0,50,123,ALL,15,1,500,12,0.015683658,0.161506942,-0.010608308,5,10,0,3/29/2016 20:00,0.657381616,10,4/1/2016 10:30,95,0.01,DF1,50,0,0,1,20160401 10:43:30 EDT,20160401 10:30:00 EDT,13.51183333,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,


































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',


































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,


































































































































































































































           weights='uniform'))],


































































































































































































































         voting='hard', weights=None)",DF1,None,0,56,1,0.010922016,0,30m,0.0002,30,500,0.501392758,0,No DPS AUDUSD_30m Validation Period 30,179,0,5000,0.502878366,None,17.80275206,0,1.5,1077,-1,2,v3.1,,3/3/2016 5:30,1,600,0.000814711,AUDUSD,10,0,1,"ZZ15_0.002,-0.002",60,0,17.31789326,30.18348487,300,1.026714655,2,0,46.08663339,0,1,0,FALSE,1,0,3/29/2016 21:00,v3,100,0,50,180,ALL,15,1,500,12,0.015267323,0.250951055,0.040220713,5,10,0,3/29/2016 20:30,0.498607242,10,4/1/2016 11:00,95,0.01,DF1,50,0,0,1,20160401 11:52:17 EDT,20160401 11:00:00 EDT,52.29675,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,

































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',

































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,

































































































































































































































           weights='uniform'))],

































































































































































































































         voting='hard', weights=None)",DF1,None,0,56,1,0.010138773,0,30m,0.0002,30,500,0.557103064,0,No DPS AUDUSD_30m Validation Period 30,159,0,5000,0.494874652,None,2.109728928,0,1.5,1077,-1,2,v3.1,,3/3/2016 6:30,1,600,0.000878743,AUDUSD,10,0,0,GA15,60,0,19.24210362,18.49065365,300,0.162506241,2,0,26.41304608,0,1,0,FALSE,1,0,3/29/2016 22:00,v3,100,0,10,200,ALL,15,1,500,12,0.011536168,0.205074308,0.006726478,5,10,0,3/29/2016 21:30,0.442896936,10,4/1/2016 12:00,95,0.01,DF1,50,0,0,1,20160401 13:23:00 EDT,20160401 12:00:00 EDT,83.01131667,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,































































































































































































































