model,params,sample,FS,f1mm,cols,CAR50mm,DD95,tp,barSizeSetting,perturbDataPct,validationPeriod,rows,ham,prec,C25sig,tn,CAR25_threshold,maxReadLines,TPY,rfe_model,CAR25,fp_magmm,RSILookback,YIF,TPYmm,scoremm,version_,avg_prec,t_start,CAR25mm,ROCLookback,fp_mag,ticker,zScoreLookback,recmm,accmm,signal,CCLookback,precmm,logloss,CAR50,rStochLookback,SHA25,maxLeverage,f1,CAR75,fn_magmm,input_signal,test_split,longMemory,initial_equity,fn_mag,v_start,version,statsLookback,rec,windowLength,fp,data_type,wf_step,iters,wf_is_period,ACLookback,DD100,safef,SOR25,ATRLookback,n_features,fn,t_end,acc,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,beLongThreshold,tox_adj,CAR75mm,timestamp,lastBartime,cycleTime,rStochBars,minSafef,SOR25mm,featureRank

              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',








































































































































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,








































































































































































































































































































































           weights='uniform'))],








































































































































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,64,1.0,0.011580752,0.0,30m,0.0002,30,250,0.437325905,0.0,No DPS EURUSD_30m Validation Period 30,202.0,0,5000,0.49082637,None,77.09671889,0.0,1.5,1077,-1.0,1.0,v3.1,,3/3/2016 4:30,1.0,600,0.000526215,EURUSD,10,0.0,0.0,"ZZ15_0.002,-0.002",60,0.0,15.10505134,96.51278767,300,3.055668477,2,0.0,111.1850192,0.0,1,0,False,1,0.0,3/29/2016 20:00,v3,100,0.0,10.0,157.0,ALL,15,1,250,12,0.014047364,0.538147227,0.150316764,5,10,0.0,3/29/2016 19:30,0.562674095,10,4/1/2016 10:00,95,0.01,DF1,50,0.0,0,0.0,20160401 10:11:59 EDT,20160401 10:00:00 EDT,11.98615,,,,

None,None,DF1,None,0.0,64,1.0,0.009875927,0.0,30m,0.0002,30,860,0.437325905,0.0,No DPS EURUSD_30m Validation Period 30,202.0,0,5000,0.492070566,None,42.92428862,-1.0,1.5,1077,0.0,2.0,v3.1,,3/3/2016 5:00,1.0,600,0.00051762,EURUSD,10,0.0,1.0,BH1,60,0.0,15.10505134,71.89924304,300,2.050021605,2,0.0,103.6851446,0.0,1,0,False,1,0.0,3/29/2016 20:30,v3,100,0.0,50.0,157.0,ALL,1,1,0,12,0.011150485,0.502380321,0.099465523,5,10,0.0,3/29/2016 20:00,0.562674095,10,4/1/2016 10:30,95,0.01,DF1,50,0.0,0,1.0,20160401 10:36:03 EDT,20160401 10:30:00 EDT,6.064416667,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,






































































































































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',






































































































































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,






































































































































































































































































































































           weights='uniform'))],






































































































































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,64,1.0,0.009485077,0.0,30m,0.0002,30,250,0.470752089,0.0,No DPS EURUSD_30m Validation Period 30,190.0,0,5000,0.501281337,None,50.94100207,-1.0,1.5,1077,-1.0,1.0,v3.1,,3/3/2016 5:30,1.0,600,0.000552892,EURUSD,10,0.0,0.0,"ZZ30_0.002,-0.002",60,0.0,16.25957756,71.57223917,300,2.212558393,2,0.0,92.15679111,0.0,1,0,False,1,0.0,3/29/2016 21:00,v3,100,0.0,50.0,169.0,ALL,30,1,250,12,0.011727249,0.514607298,0.092915137,5,10,0.0,3/29/2016 20:30,0.529247911,10,4/1/2016 11:00,95,0.01,DF1,50,0.0,0,1.0,20160401 11:45:34 EDT,20160401 11:00:00 EDT,45.57598333,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,





































































































































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',





































































































































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,





































































































































































































































































































































           weights='uniform'))],





































































































































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,64,1.0,0.011084265,0.0,30m,0.0002,120,250,0.415041783,0.0,No DPS EURUSD_30m Validation Period 120,210.0,0,5000,0.483361188,None,5.621648198,-1.0,1.5,1077,0.0,2.0,v3.1,,3/3/2016 6:30,1.0,600,0.000569135,EURUSD,10,0.0,1.0,GA15,60,0.0,14.33536719,14.50154923,300,0.515708986,2,0.0,24.92272568,0.0,1,0,False,1,0.0,3/29/2016 22:00,v3,100,0.0,10.0,149.0,ALL,15,1,250,12,0.013699996,0.302401307,0.022034582,5,10,0.0,3/29/2016 21:30,0.584958217,10,4/1/2016 12:00,95,0.01,DF1,50,0.0,0,1.0,20160401 11:58:58 EDT,20160401 12:00:00 EDT,-1.0332,,,,

None,None,DF1,None,0.0,64,1.0,0.008663681,0.0,30m,0.0002,120,860,0.353760446,0.0,No DPS EURUSD_30m Validation Period 120,232.0,0,5000,0.455431755,None,3.357562382,0.0,1.5,1077,0.0,3.0,v3.1,,3/3/2016 6:30,1.0,600,0.000493183,EURUSD,10,0.0,1.0,BH1,60,0.0,12.2187358,12.5036438,300,0.336423034,2,0.0,20.98316658,0.0,1,0,False,1,0.0,3/29/2016 22:00,v3,100,0.0,50.0,127.0,ALL,1,1,0,12,0.01056183,0.271944707,0.014772489,5,10,0.0,3/29/2016 21:30,0.646239554,10,4/1/2016 12:00,95,0.01,DF1,50,0.0,0,1.0,20160401 12:16:31 EDT,20160401 12:00:00 EDT,16.52333333,,,,

None,None,DF1,None,0.0,64,1.0,0.009506734,0.0,30m,0.0002,120,860,0.415041783,0.0,No DPS EURUSD_30m Validation Period 120,210.0,0,5000,0.486889508,None,28.63403185,-1.0,1.5,1077,0.0,2.0,v3.1,,3/3/2016 7:00,1.0,600,0.00057591,EURUSD,10,0.0,1.0,BH1,60,0.0,14.33536719,48.9721748,300,1.678617148,2,0.0,60.84727084,0.0,1,0,False,1,0.0,3/29/2016 22:30,v3,100,0.0,50.0,149.0,ALL,1,1,0,12,0.010770231,0.410451041,0.079423302,5,10,0.0,3/29/2016 22:00,0.584958217,10,4/1/2016 12:30,95,0.01,DF1,50,0.0,0,1.0,20160401 13:53:04 EDT,20160401 12:30:00 EDT,83.0731,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,


































































































































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',


































































































































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,


































































































































































































































































































































           weights='uniform'))],


































































































































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,64,1.0,0.014020043,0.0,30m,0.0002,120,250,0.623955432,0.0,No DPS EURUSD_30m Validation Period 120,135.0,0,5000,0.471977716,None,28.92897325,-1.0,1.5,1077,0.0,2.0,v3.1,,3/3/2016 8:30,1.0,600,0.000505906,EURUSD,10,0.0,0.0,"ZZ15_0.002,-0.002",60,0.0,21.55115605,52.1063139,300,1.370265139,2,0.0,69.45512046,0.0,1,0,False,1,0.0,3/30/2016 0:00,v3,100,0.0,10.0,224.0,ALL,15,1,250,12,0.015528487,0.526410049,0.058387831,5,10,0.0,3/29/2016 23:30,0.376044568,10,4/1/2016 14:00,95,0.01,DF1,50,0.0,0,1.0,20160401 14:49:46 EDT,20160401 14:00:00 EDT,49.77208333,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,

































































































































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',

































































































































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,

































































































































































































































































































































           weights='uniform'))],

































































































































































































































































































































         voting='hard', weights=None)",DF1,None,0.0,64,1.0,0.012634585,0.0,30m,0.0002,30,500,0.543175487,0.0,No DPS EURUSD_30m Validation Period 30,164.0,0,5000,0.497678737,None,37.6778558,0.0,1.5,1077,-1.0,1.0,v3.1,,3/3/2016 9:30,0.0,600,0.000543924,EURUSD,10,0.0,1.0,GA15,60,0.0,18.76105103,72.63615482,300,1.570233455,2,0.0,91.61521336,0.0,1,0,False,1,0.0,3/30/2016 1:00,v3,100,0.0,10.0,195.0,ALL,15,1,500,12,0.013644171,0.548656625,0.069127187,5,10,0.0,3/30/2016 0:30,0.456824513,10,4/1/2016 15:00,95,0.01,DF1,50,0.0,0,1.0,20160401 15:15:00 EDT,20160401 15:00:00 EDT,15.00965,,,,

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
































































































































































































































































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
































































































































































































































































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
































































































































































































































































































































           weights='uniform'))],




























































































































































































































































































